text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
Three.  So now what number do they have in common?  Student D?,teacher,12,0,,,1.0,ثلاثة، الآن ما هو الرقم المشترك بينهما؟ الطالب (د) ؟,ثلاثه، الان ما هو الرقم المشترك بينهما؟ الطالب (د) ؟,10,0.0,False
Three.,student,1,0,,,,ثلاثة.,ثلاثه.,1,0.0,False
"So what do we do with this information?  Oh, three.  They have three in common.  That’s it.  What do we do next?",teacher,22,0,,,0.0,إذاً ماذا نفعل بهذه المعلومات؟ ثلاثة. لديهم ثلاثة مشتركة. هذا كل شيء. ماذا نفعل بعد ذلك؟,اذا ماذا نفعل بهذه المعلومات؟ ثلاثه. لديهم ثلاثه مشتركه. هذا كل شيء. ماذا نفعل بعد ذلك؟,16,0.0625,True
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
We divide it by that number. What’s our new fraction?  What’s our new fraction?  Student W?,teacher,16,3,,,0.0,ما هو الجزء الجديد؟ ما هو الجزء الجديد؟ الطالب W؟,ما هو الجزء الجديد؟ ما هو الجزء الجديد؟ الطالب W؟,10,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
What?,teacher,1,0,,,0.0,ـ ماذا؟,ماذا؟,2,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
I thought you said four fifths.  I was like what?  Do we agree?,teacher,13,0,,,0.0,اعتقدت أنك قلت أربع خمسات كنت مثل ماذا؟ هل نتفق؟,اعتقدت انك قلت اربع خمسات كنت مثل ماذا؟ هل نتفق؟,10,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Are you sure?,teacher,3,0,,,0.0,هل أنتِ متأكدة؟,هل انت متاكده؟,3,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Okay.  So, now what I want us to do is – because we love dominoes so much – I actually have dominoes.  And you have to do the simplest fraction.  So, each of you are going to have nine pieces.  I took out one piece.  Nine pieces.  You start where it says start which is one half.  If I can find it.  Somewhere in here.  I can’t find it.  Yeah!",teacher,70,1,,,0.0,حسناً، الآن ما أريده منا هو أن نقوم به  لأننا نحب الدومينو كثيراً  لدي الدومينو في الواقع. ويجب أن نقوم بأبسط جزء. لذا، كل واحد منكم سيكون لديه تسعة قطع. أخرجت قطعة واحدة. تسعة قطع. تبدأ من حيث يقول البدء وهو نصف. إذا وجدتها. في مكان ما هنا. لا أستطيع العثور عليها. نعم.,حسنا، الان ما اريده منا هو ان نقوم به لاننا نحب الدومينو كثيرا لدي الدومينو في الواقع. ويجب ان نقوم بابسط جزء. لذا، كل واحد منكم سيكون لديه تسعه قطع. اخرجت قطعه واحده. تسعه قطع. تبدا من حيث يقول البدء وهو نصف. اذا وجدتها. في مكان ما هنا. لا استطيع العثور عليها. نعم.,53,0.03773584905660377,True
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
"Definitely supposed to have it. There we go.  So we start where it says one half.  I even wrote start for you.  And your partner and you have to figure out the equivalent fraction.  You have to end at one fifth.  Where it says end. Now, I here you will have numbers.  You will have words.  And you will also have pictures.  So, it’s different ways to show the same fraction.  For those of you – I’m pretty sure you all know how to play dominoes but how do you play dominoes?",teacher,92,2,,,1.0,بالتأكيد من المفترض أن يكون لدينا ذلك. ها نحن نذهب. لذلك نبدأ حيث يقول نصف. حتى كتبت البداية بالنسبة لك. وعليك أنت وشريكك معرفة الجزء المكافئ. عليك أن تنتهي في واحد الخامس. حيث يقول نهاية. الآن، أنا هنا سيكون لديك أرقام. سيكون لديك الكلمات. وسوف يكون لديك أيضا الصور. لذلك، هناك طرق مختلفة لإظهار نفس الجزء. بالنسبة لأولئك منكم  أنا متأكد من أنك تعرف جميعًا كيف تلعب الدومينو ولكن كيف تلعب الدومينو؟,بالتاكيد من المفترض ان يكون لدينا ذلك. ها نحن نذهب. لذلك نبدا حيث يقول نصف. حتي كتبت البدايه بالنسبه لك. وعليك انت وشريكك معرفه الجزء المكافئ. عليك ان تنتهي في واحد الخامس. حيث يقول نهايه. الان، انا هنا سيكون لديك ارقام. سيكون لديك الكلمات. وسوف يكون لديك ايضا الصور. لذلك، هناك طرق مختلفه لاظهار نفس الجزء. بالنسبه لاولئك منكم انا متاكد من انك تعرف جميعا كيف تلعب الدومينو ولكن كيف تلعب الدومينو؟,72,0.0,False
I don’t know.,student,3,0,,,,أنا لا أعرف.,انا لا اعرف.,3,0.0,False
How do you play dominoes?  You only play it all the time with vocabulary words.  Student J?,teacher,17,0,,,1.0,كيف تعزف الدومينو؟,كيف تعزف الدومينو؟,3,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
I can’t hear you.,teacher,4,0,,,0.0,لا أستطيع سماعك,لا استطيع سماعك,3,0.0,False
Until you don’t have nothing.,student,5,0,,,,حتى لا يكون لديك أي شيء.,حتي لا يكون لديك اي شيء.,6,0.0,False
That’s it?  Until you don’t have nothing?  Is that how you play dominoes?  Student L?,teacher,15,0,1.0,,0.0,هل هكذا تلعب الدومينو؟,هل هكذا تلعب الدومينو؟,4,0.0,False
You have to match them with the correct one.,student,9,0,,0.0,,عليك أن تطابقهم مع الصحيح.,عليك ان تطابقهم مع الصحيح.,5,0.0,False
"You have to match it.  So, we begin with one half.  Each of you are going to put one half on the table.  That’s your start. Then you’ll have eight pieces left over.  One person will have four. The next person will have four.  So, we have to match the picture to the fraction.   What’s that a picture of? What’s the representation in fraction form?  Student M? One half.  So you have to actually look for one half.  And then you keep going.  Questions on that?",teacher,86,2,1.0,,0.0,يجب أن تطابقها. لذا، نبدأ مع نصف. كل واحد منكم سوف يضع نصف على الطاولة. هذا هو بدايتك. ثم سيكون لديك ثمانية قطع تبقى. شخص واحد سيكون أربعة. الشخص التالي سيكون أربعة. لذلك، يجب أن تطابق الصورة مع الجزء. ما هي هذه الصورة؟ ما هو تمثيل في شكل الجزء؟ الطالب M؟ نصف. لذلك يجب أن تبحث في الواقع عن نصف. ثم تستمر. أسئلة على ذلك؟,يجب ان تطابقها. لذا، نبدا مع نصف. كل واحد منكم سوف يضع نصف علي الطاوله. هذا هو بدايتك. ثم سيكون لديك ثمانيه قطع تبقي. شخص واحد سيكون اربعه. الشخص التالي سيكون اربعه. لذلك، يجب ان تطابق الصوره مع الجزء. ما هي هذه الصوره؟ ما هو تمثيل في شكل الجزء؟ الطالب M؟ نصف. لذلك يجب ان تبحث في الواقع عن نصف. ثم تستمر. اسئله علي ذلك؟,65,0.03076923076923077,True
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
"Okay.  So, get ready with your partner.  Face to face each other.  Remember, the start does not count.  You put the start right on the table.  Okay? So start goes right on the table.  Student W, do you want to look at it?",teacher,43,0,,,0.0,حسناً، إستعد مع شريكك، وجهاً لوجه، تذكر، البداية لا تعتبر، تضع البداية مباشرةً على الطاولة، حسناً، البداية تذهب مباشرةً على الطاولة.,حسنا، استعد مع شريكك، وجها لوجه، تذكر، البدايه لا تعتبر، تضع البدايه مباشره علي الطاوله، حسنا، البدايه تذهب مباشره علي الطاوله.,21,0.0,False
Okay.  We need to find one half.,student,7,0,,,,حسناً، يجب أن نجد النصف,حسنا، يجب ان نجد النصف,5,0.0,False
"Sh!    Good, Student A, she has a start right on the table. And they’re about to divide the remaining eight pieces. Which is four and four.",teacher,26,1,0.0,,0.0,حسناً، الطالب الأوّل، لديها بداية على الطاولة، وهم على وشك تقسيم الثمانية الأجزاء المتبقية، وهي أربعة وأربعة.,حسنا، الطالب الاول، لديها بدايه علي الطاوله، وهم علي وشك تقسيم الثمانيه الاجزاء المتبقيه، وهي اربعه واربعه.,17,0.058823529411764705,True
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
She just said what –,teacher,5,0,,,0.0,لقد قالت فقط ماذا,لقد قالت فقط ماذا,4,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
"Exactly.  And I just finished explaining it, Student A.  What do we do when we have nine pieces?",teacher,18,0,,,1.0,بالضبط، لقد أنهيت للتو شرحها، الطالب (أ) ماذا نفعل عندما يكون لدينا تسعة قطع؟,بالضبط، لقد انهيت للتو شرحها، الطالب (ا) ماذا نفعل عندما يكون لدينا تسعه قطع؟,14,0.07142857142857142,True
Put the start in the middle. The start is nobody.,student,10,0,,0.0,,ضع البداية في الوسط البداية هي لا أحد,ضع البدايه في الوسط البدايه هي لا احد,8,0.0,False
Start is nobody.  Thank you.,teacher,5,0,1.0,,0.0,البداية لا أحد، شكراً لك,البدايه لا احد، شكرا لك,5,0.0,False
I have the start.,student,4,0,,,,لدي البداية,لدي البدايه,2,0.0,False
Sh!,teacher,1,0,,,0.0,اللعنة!,اللعنه!,1,0.0,False
Can we go now?,student,4,0,,,,هل يمكننا الذهاب الآن؟,هل يمكننا الذهاب الان؟,4,0.0,False
Okay.  You might have to do a little bit of math to figure out simplest forms or equivalent fractions.,teacher,19,1,,,0.0,حسناً، قد تحتاج إلى القيام ببعض الرياضيات لتحديد أبسط الأشكال أو الكسور المعادلة.,حسنا، قد تحتاج الي القيام ببعض الرياضيات لتحديد ابسط الاشكال او الكسور المعادله.,13,0.0,False
Teacher?,student,1,0,,,,أيها المعلم؟,ايها المعلم؟,2,0.0,False
Mm-hm?,teacher,1,0,,,0.0,-أجل؟,-اجل؟,1,0.0,False
It’s kind of tricky ‘cause –,student,6,0,,,,إنه نوعاً ما صعب لأن,انه نوعا ما صعب لان,5,0.0,False
It is very tricky and if you make a mistake – or you can do this.,teacher,16,0,1.0,,0.0,إنه أمر صعب جداً وإذا ارتكبت خطأ فيمكنك فعل هذا,انه امر صعب جدا واذا ارتكبت خطا فيمكنك فعل هذا,10,0.0,False
"Oh, yeah.",student,2,0,,,,أوه، نعم.,اوه، نعم.,2,0.0,False
Right?,teacher,1,0,,,0.0,أليس كذلك؟,اليس كذلك؟,2,0.0,False
Do you have a turn? One third.  Got it.,student,9,0,,0.0,,هل لديك دور؟ ثلث، فهمت,هل لديك دور؟ ثلث، فهمت,5,0.0,False
"Now, what number do you end with?",teacher,7,0,0.0,,0.0,الآن، ما هو الرقم الذي تنتهي به؟,الان، ما هو الرقم الذي تنتهي به؟,7,0.0,False
One fifth. Three won’t fit in here. This is one fifth?,student,11,0,,0.0,,واحد الخامس ثلاثة لن يناسب هنا هذا واحد الخامس؟,واحد الخامس ثلاثه لن يناسب هنا هذا واحد الخامس؟,9,0.1111111111111111,True
No.  What’s one fifth?,teacher,4,0,1.0,,0.0,لا، ما هو الخامس؟,لا، ما هو الخامس؟,4,0.0,False
"Wait, wait.",student,2,0,,,,انتظر، انتظر,انتظر، انتظر,2,0.0,False
That’s one fifth.,teacher,3,0,,,0.0,هذا واحد الخامس.,هذا واحد الخامس.,3,0.0,False
One – one –,student,4,0,,,,واحد واحد واحد,واحد واحد واحد,3,0.0,False
Over five.,teacher,2,0,,,0.0,أكثر من خمسة.,اكثر من خمسه.,3,0.0,False
Why won’t it fit?,student,4,0,,,,لماذا لا يتناسب؟,لماذا لا يتناسب؟,3,0.0,False
That’s not it.  So you have to back up.  Find another representation for that one.  One fifth is last.  You have to find another representation.  There’s a few of them that are repetitive.,teacher,33,0,,,0.0,هذا ليس كل شيء. لذلك يجب أن تتراجع. إبحث عن تمثيل آخر لهذا واحد. واحد الخامس هو الأخير. عليك أن تجد تمثيل آخر. هناك عدد قليل منهم التي تتكرر.,هذا ليس كل شيء. لذلك يجب ان تتراجع. ابحث عن تمثيل اخر لهذا واحد. واحد الخامس هو الاخير. عليك ان تجد تمثيل اخر. هناك عدد قليل منهم التي تتكرر.,29,0.0,False
[Inaudible] this is correct?,student,4,0,,,,هل هذا صحيح؟,هل هذا صحيح؟,3,0.0,False
When you break down two sixths you get one third.,teacher,10,0,,,0.0,عندما تقسمين اثنين من السادسة تحصلين على ثلث.,عندما تقسمين اثنين من السادسه تحصلين علي ثلث.,8,0.0,False
"[Yeah, since I asked you] that first to see what she thought and [Inaudible].  I’ve got one fifth and it doesn't go there.",student,23,0,,0.0,,أجل، منذ أن طلبت منك ذلك لأرى أولاً ما رأته و (لا يمكن سماعها),اجل، منذ ان طلبت منك ذلك لاري اولا ما راته و (لا يمكن سماعها),14,0.0,False
That means you’ve got to back up.  You made a wrong turn.,teacher,12,0,0.0,,0.0,هذا يعني أنك يجب أن تتراجع لقد قمت بتحويل خاطئ,هذا يعني انك يجب ان تتراجع لقد قمت بتحويل خاطئ,10,0.0,False
One third.,student,2,0,,,,ثلث,ثلث,1,1.0,True
Yes.  Try doing it that way.  Do we have another representation for one fourth?,teacher,14,0,,,0.0,نعم، حاولي القيام بذلك بهذه الطريقة هل لدينا تمثيل آخر لربع؟,نعم، حاولي القيام بذلك بهذه الطريقه هل لدينا تمثيل اخر لربع؟,11,0.0,False
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
Are you sure?,teacher,3,0,,,0.0,هل أنتِ متأكدة؟,هل انت متاكده؟,3,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
Do you have a representation for one fourth?  I am looking at it right now.,teacher,15,0,,,0.0,هل لديك ممثلة لربع؟,هل لديك ممثله لربع؟,4,0.0,False
I gotta [Inaudible]. Do we [Inaudible] teacher?,student,7,0,,,,يجب أن (لا نسمع) هل نحن (لا نسمع) معلمون؟,يجب ان (لا نسمع) هل نحن (لا نسمع) معلمون؟,9,0.0,False
That’s your end piece.  Keep going.,teacher,6,0,0.0,,0.0,هذه قطعتك النهائية، استمر,هذه قطعتك النهائيه، استمر,4,0.0,False
One fourth.  [Inaudible],student,3,0,,,,ربع.,ربع.,1,0.0,False
He’s got it.,teacher,3,0,,,0.0,لقد حصلت عليه.,لقد حصلت عليه.,3,0.0,False
"Two, one, one.",student,3,0,,,,اثنان، واحد، واحد.,اثنان، واحد، واحد.,3,0.0,False
Uh-huh.  Uh-huh.,teacher,2,0,,,0.0,اه، اه، اه.,اه، اه، اه.,3,0.0,False
One fifth.  He don’t have it.  I have it.,student,9,0,,0.0,,واحد الخامس، ليس لديه، لديّه,واحد الخامس، ليس لديه، لديه,5,0.0,False
You have to back up.  They all work.  I promise.,teacher,10,0,0.0,,0.0,يجب أن تتراجع، كلّها تعمل، أعدك,يجب ان تتراجع، كلها تعمل، اعدك,6,0.0,False
We got like –,student,4,0,,,,لدينا مثل ,لدينا مثل,2,0.0,False
I know.  There’s a lot of repetition.,teacher,7,0,,,0.0,أعلم، هناك الكثير من التكرار,اعلم، هناك الكثير من التكرار,5,0.0,False
That’s three.,student,2,0,,,,هذا ثلاثة.,هذا ثلاثه.,2,0.0,False
Huh?  You’re winning?  Good job.  [Inaudible],teacher,6,0,,,0.0,أنتِ تفوزين، عمل جيد,انت تفوزين، عمل جيد,4,0.0,False
So it goes this one.  Because there’s no –,student,9,0,,1.0,,لذا يذهب هذا. لأنه لا يوجد  ,لذا يذهب هذا. لانه لا يوجد,6,0.0,False
You have to back up.   Mm-mm.,teacher,6,0,0.0,,0.0,يجب أن تتراجع,يجب ان تتراجع,3,0.0,False
I don’t got no [Inaudible].,student,5,0,,,,ليس لدي أي (لا يمكن سماعها),ليس لدي اي (لا يمكن سماعها),6,0.0,False
One fourth is not the same as one fifth.,teacher,9,0,0.0,,0.0,ربع ليس نفس الخامس,ربع ليس نفس الخامس,4,0.25,True
"I couldn’t get it. We can’t figure out this one because you said [Inaudible] two, one.",student,16,0,,0.0,,لم أستطع فهمها، لا يمكننا معرفة هذا لأنّك قلت (لا يمكن سماعها) اثنان، واحد.,لم استطع فهمها، لا يمكننا معرفه هذا لانك قلت (لا يمكن سماعها) اثنان، واحد.,14,0.0,False
Mm-hm.,teacher,1,0,0.0,,0.0,-حسناً,-حسنا,1,0.0,False
I don’t have it.,student,4,0,,,,لا أملكها,لا املكها,2,0.0,False
You need to back up.  So we know this goes last.  Right?  I think so far you’re doing okay.  That’s one half.  That’s one fourth.  You need to back up. Do you see how I’m trying to figure out how it goes in?,teacher,43,0,,,0.0,يجب أن تتراجع. لذلك نحن نعلم أن هذا آخر. أليس كذلك؟ أعتقد حتى الآن أنت بخير. هذا هو نصف. هذا هو ربع. يجب أن تتراجع. هل ترى كيف أنا أحاول معرفة كيف يدخل؟,يجب ان تتراجع. لذلك نحن نعلم ان هذا اخر. اليس كذلك؟ اعتقد حتي الان انت بخير. هذا هو نصف. هذا هو ربع. يجب ان تتراجع. هل تري كيف انا احاول معرفه كيف يدخل؟,33,0.0,False
Mm-hm.,student,1,0,,,,-حسناً,-حسنا,1,0.0,False
"You have to back up and make sure that you place each of them and this is where you end.  Okay?  So, go back and go over it all and see how you can place them.",teacher,36,0,,,0.0,يجب أن تتراجع وتتأكد من وضع كل واحد منهم وهذا هو المكان الذي تنتهي فيه,يجب ان تتراجع وتتاكد من وضع كل واحد منهم وهذا هو المكان الذي تنتهي فيه,15,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
You won again?,teacher,3,0,,,0.0,هل فزت مجدداً؟,هل فزت مجددا؟,3,0.0,False
This is [Inaudible]?,student,3,0,,,,هَلْ هَذَا [غير مُسمع]؟,هل هذا [غير مسمع]؟,5,0.0,False
One fourth is not the same as three sixths.,teacher,9,0,,,0.0,الربع ليس نفس الثلاثة السادسة,الربع ليس نفس الثلاثه السادسه,5,0.0,False
Where is the six?  It’s hard to find.,student,8,0,,0.0,,-أين السادسة؟,-اين السادسه؟,2,0.0,False
I know.  How we doing?,teacher,5,0,0.0,,0.0,أعلم، كيف حالنا؟,اعلم، كيف حالنا؟,3,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
"We’re here to help each other, remember?",teacher,7,0,,,0.0,نحن هنا لمساعدة بعضنا البعض، تذكر؟,نحن هنا لمساعده بعضنا البعض، تذكر؟,6,0.0,False
Yes. Go ahead.,student,3,0,,,,نعم، هيا,نعم، هيا,2,0.0,False
Okay.  One more minute.  You guys are doing great.,teacher,9,0,,,0.0,حسناً، دقيقة واحدة، أنتم تقومون بعمل رائع,حسنا، دقيقه واحده، انتم تقومون بعمل رائع,7,0.0,False
You said to fix it.  She destroyed it all.,student,9,0,,0.0,,أخبرتني أن أصلحها لقد دمرت كل شيء,اخبرتني ان اصلحها لقد دمرت كل شيء,7,0.0,False
So you gotta put it back together.,teacher,7,0,0.0,,0.0,لذا عليك أن تضعها معاً,لذا عليك ان تضعها معا,5,0.0,False
This goes to a third.,student,5,0,,,,هذا يذهب إلى الثالث.,هذا يذهب الي الثالث.,4,0.0,False
Hm?,teacher,1,0,0.0,,0.0,هل هذا صحيح؟,هل هذا صحيح؟,3,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
"No, you got pieces left over.  You gotta fit these in.  You gotta fit these bad boys in.  You’re missing a fourth.",teacher,22,0,,,0.0,لا، لديك قطع متبقية، يجب أن تضع هذه، يجب أن تضع هؤلاء الرجال السيئين، أنت تفتقد الرابعة,لا، لديك قطع متبقيه، يجب ان تضع هذه، يجب ان تضع هؤلاء الرجال السيئين، انت تفتقد الرابعه,17,0.0,False
A fourth?,student,2,0,,,,رابع؟,رابع؟,1,0.0,False
"Yeah, you’re missing a fourth.  Yep.",teacher,6,0,,,0.0,أجل، أنتِ تفوتين الرابعة,اجل، انت تفوتين الرابعه,4,0.0,False
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
What’s the same thing as three sixths?,teacher,7,0,,,0.0,ما هو نفس الشيء مثل ثلاثة ستة؟,ما هو نفس الشيء مثل ثلاثه سته؟,7,0.14285714285714285,True
One half.,student,2,0,,,,نصف.,نصف.,1,0.0,False
One half.  Is that one half?,teacher,6,0,,,0.0,نصف، هل هذا نصف؟,نصف، هل هذا نصف؟,4,0.0,False
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
No.,teacher,1,0,,,0.0,-كلا .,-كلا .,1,0.0,False
One half is this.,student,4,0,,,,النصف هو هذا,النصف هو هذا,3,0.0,False
Good.  So you need to put that somewhere else.  You have it in the wrong order.,teacher,16,0,,,0.0,حسناً، يجب أن تضعها في مكان آخر، لديك ترتيب خاطئ.,حسنا، يجب ان تضعها في مكان اخر، لديك ترتيب خاطئ.,10,0.1,True
Play with it.,student,3,0,,,,لعب معها.,لعب معها.,2,0.0,False
Twenty seconds.  You should never be out of your seat. Sit.  You know that already.  No.  Almost.  Okay.  Ten seconds. Finish up your game.  What?,teacher,25,0,,,0.0,عشرون ثانية، يجب أن لا تخرج من مقعدك، أجلس، أنت تعرف ذلك بالفعل، كلا، تقريباً، حسناً، عشر ثواني، أنهي لعبتك.,عشرون ثانيه، يجب ان لا تخرج من مقعدك، اجلس، انت تعرف ذلك بالفعل، كلا، تقريبا، حسنا، عشر ثواني، انهي لعبتك.,20,0.1,True
We’re stuck on eight.,student,4,0,,,,نحن عالقون في الثامنة.,نحن عالقون في الثامنه.,4,0.0,False
"Sh!  Too loud.  You have a piece on the floor.  Several pieces on the floor.  All right.  You need to back it up.  You know this is where you start and this is where you end. You need to get everything in between.  So, this belongs in the one fourth.  This belongs somewhere else. Take it off.  Okay.  Time’s up.  All eyes should be on me.",teacher,66,0,,,0.0,ش! صاخب جداً. لديك قطعة على الأرض. عدة قطع على الأرض. حسناً. عليك أن تدعمها. تعرف أن هذا هو المكان الذي تبدأ فيه وهنا هو المكان الذي تنتهي فيه. عليك أن تحصل على كل شيء بينهما. لذلك، هذا ينتمي إلى الربع الأول. هذا ينتمي إلى مكان آخر. خلعه. حسناً. انتهى الوقت. يجب أن تكون كل العيون علي.,ش! صاخب جدا. لديك قطعه علي الارض. عده قطع علي الارض. حسنا. عليك ان تدعمها. تعرف ان هذا هو المكان الذي تبدا فيه وهنا هو المكان الذي تنتهي فيه. عليك ان تحصل علي كل شيء بينهما. لذلك، هذا ينتمي الي الربع الاول. هذا ينتمي الي مكان اخر. خلعه. حسنا. انتهي الوقت. يجب ان تكون كل العيون علي.,57,0.0,False
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Good.  What I want you to do is I want you to put the pieces back together.  Paperclip them in.  There we go.  We’re set.  [Inaudible] and I know what to do.    The teacher’s assistants are going to come around to collect the dominoes pieces.  Make sure that they’re ready.,teacher,50,0,,,0.0,حسناً، ما أريدك أن تفعله هو أن تضع الأجزاء معاً، أضعها في ورقة. ها نحن ذا. نحن جاهزون. [لا يمكن سماعها] وأنا أعرف ما يجب القيام به. مساعدات المعلمين ستأتي لجمع قطع الدومينو. تأكد من أنها جاهزة.,حسنا، ما اريدك ان تفعله هو ان تضع الاجزاء معا، اضعها في ورقه. ها نحن ذا. نحن جاهزون. [لا يمكن سماعها] وانا اعرف ما يجب القيام به. مساعدات المعلمين ستاتي لجمع قطع الدومينو. تاكد من انها جاهزه.,37,0.0,False
Thank you.,student,2,0,,,,شكراً لكِ,شكرا لك,2,0.0,False
For your teacher’s assistants.  Can someone remind me what did we do today?  What did we learn today?  Student L?,teacher,20,0,,,1.0,للمساعدين المعلمين، هل يمكن لأحد أن يذكرني بما فعلناه اليوم؟,للمساعدين المعلمين، هل يمكن لاحد ان يذكرني بما فعلناه اليوم؟,10,0.0,False
We learned how to make the fractions smaller.,student,8,1,,0.0,,لقد تعلمنا كيف نجعل الكسور أصغر,لقد تعلمنا كيف نجعل الكسور اصغر,6,0.0,False
You learned how to make the fractions smaller. And how do we make   the fractions smaller?  Student J?,teacher,18,2,1.0,,0.0,تعلمت كيف تجعل الكسور أصغر وكيف نجعل الكسور أصغر؟ الطالب J؟,تعلمت كيف تجعل الكسور اصغر وكيف نجعل الكسور اصغر؟ الطالب J؟,11,0.0,False
[Inaudible] number – you find one number that’s [Inaudible].,student,9,0,,0.0,,[لا يمكن سماعها] رقم  تجد رقم واحد هو [لا يمكن سماعها].,[لا يمكن سماعها] رقم تجد رقم واحد هو [لا يمكن سماعها].,11,0.0,False
You find one number that goes into the numerator and the denominator.  Is that what we did today?  Student A?,teacher,20,2,1.0,,0.0,ستجد رقمًا واحدًا يذهب إلى العداد والاسم. هل هذا ما فعلناه اليوم؟ الطالب A؟,ستجد رقما واحدا يذهب الي العداد والاسم. هل هذا ما فعلناه اليوم؟ الطالب A؟,14,0.0,False
The factors of [Inaudible] numerator and denominator and then we divide – we find two kinds of factors that both [Inaudible] the denominator [Inaudible] and then we divided the numerator and [Inaudible] to find that number and we found [Inaudible] fraction.,student,41,9,,0.0,,العوامل من [Inaudible] العداد والسمي ومن ثم نقسم  نجد نوعين من العوامل التي كل من [Inaudible] المسمي [Inaudible] ومن ثم نقسم الععد و [Inaudible] للعثور على هذا الرقم ونحن وجدنا [Inaudible] الجزء.,العوامل من [Inaudible] العداد والسمي ومن ثم نقسم نجد نوعين من العوامل التي كل من [Inaudible] المسمي [Inaudible] ومن ثم نقسم الععد و [Inaudible] للعثور علي هذا الرقم ونحن وجدنا [Inaudible] الجزء.,27,0.0,False
Excellent.  Student L?,teacher,3,0,1.0,,0.0,ممتاز، الطالب (إل) ؟,ممتاز، الطالب (ال) ؟,4,0.0,False
"We found an easier way to break down the fraction by putting like giving, giving or putting the factors and then if this has the same factor number you can already know this right off.  You divide it by that number and then you get your simplest fraction.",student,48,4,,0.0,,لقد وجدنا طريقة أسهل لفك الكسر عن طريق وضع مثل إعطاء أو إعطاء أو إضافة العوامل ومن ثم إذا كان له نفس العدد العامل يمكنك بالفعل معرفة هذا مباشرة,لقد وجدنا طريقه اسهل لفك الكسر عن طريق وضع مثل اعطاء او اعطاء او اضافه العوامل ومن ثم اذا كان له نفس العدد العامل يمكنك بالفعل معرفه هذا مباشره,29,0.034482758620689655,True
Good.  Student J?,teacher,3,0,0.0,,0.0,جيد، الطالب (جي) ؟,جيد، الطالب (جي) ؟,4,0.0,False
I learned get when get the factor of the two numbers.,student,11,0,,0.0,,تعلمت أن أحصل عندما أحصل على عامل العددين.,تعلمت ان احصل عندما احصل علي عامل العددين.,8,0.125,True
Good.  The numerator and the denominator.  Good.  All right. Can you read our objectives to see if we met our objectives for the day?,teacher,24,2,0.0,,0.0,حسناً، العداد والعاقب، حسناً، هل يمكنك قراءة أهدافنا لمعرفة ما إذا كنا نجتمع بأهدافنا لهذا اليوم؟,حسنا، العداد والعاقب، حسنا، هل يمكنك قراءه اهدافنا لمعرفه ما اذا كنا نجتمع باهدافنا لهذا اليوم؟,16,0.0,False
No. Please. We’ll be able to find the simplest form of the fractions.,student,13,1,,0.0,,لا، رجاءً، سنكون قادرين على العثور على أبسط شكل الكسور,لا، رجاء، سنكون قادرين علي العثور علي ابسط شكل الكسور,10,0.0,False
Did we do that?,teacher,4,0,0.0,,0.0,هل فعلنا ذلك؟,هل فعلنا ذلك؟,3,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Good.,teacher,1,0,,,0.0,-حسناً,-حسنا,1,0.0,False
Students will be able to explain their solutions to a partner.,student,11,1,,0.0,,سيتمكن الطلاب من شرح حلولهم لشريك.,سيتمكن الطلاب من شرح حلولهم لشريك.,6,0.0,False
Did we do that?,teacher,4,0,0.0,,0.0,هل فعلنا ذلك؟,هل فعلنا ذلك؟,3,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Excellent.  Okay.,teacher,2,0,,,0.0,ممتاز حسناً,ممتاز حسنا,2,0.0,False
