text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic,session_id
Back table.  Please pay attention.,teacher,5,0,0.0,,0.0,على الطاولة الخلفية، رجاءً انتبهوا,علي الطاوله الخلفيه، رجاء انتبهوا,5,0.0,False,22
See how much they [inaudible].,student,5,0,,,,انظروا كم هم (غير مسموعين).,انظروا كم هم (غير مسموعين).,5,0.0,False,22
Please help [inaudible] paper.,teacher,4,0,1.0,,0.0,أرجوكم ساعدوا الورق,ارجوكم ساعدوا الورق,3,0.0,False,22
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False,22
"Okay.  So we’ve got a really complicated way there, it seems like, Student J.  There’s something that I’m hoping someone will be able to bring up that makes it a lot clearer and a lot simpler.  Student L?",teacher,38,0,,,0.0,حسناً، يبدو أن لدينا طريقة معقدة جداً هناك، الطالب ج. هناك شيء آمل أن يتمكن أحدهم من إظهاره مما يجعل الأمر أكثر وضوحاً وسهولة بكثير. الطالب L؟,حسنا، يبدو ان لدينا طريقه معقده جدا هناك، الطالب ج. هناك شيء امل ان يتمكن احدهم من اظهاره مما يجعل الامر اكثر وضوحا وسهوله بكثير. الطالب L؟,27,0.0,False,22
6 times 30 equals 180.,student,5,0,,,,6 × 30 = 180,6 × 30 = 180,0,0.0,False,22
Okay.  6 times 30 is 180.,teacher,6,0,1.0,,0.0,حسناً، 6 × 30 = 180.,حسنا، 6 × 30 = 180.,1,0.0,False,22
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False,22
"Okay.  So you solved it in a pretty quick way, but we could have solved it without doing a single bit of multiplication if we noticed one thing. One observation could have saved us.  There was a hand that went up quick and came down.  Indecisive?  Do you think you know? You want to take a guess at it?  Not a guess.  A hypothesis at it?  An educated guess?  All right, Student A?",teacher,73,1,,,0.0,حسناً، لقد حللتها بطريقة سريعة جداً، ولكننا يمكن أن نحلها دون القيام بمضاعفة واحدة إذا لاحظنا شيئاً واحداً. يمكن أن ينقذنا ملاحظة واحدة. كان هناك يد صعدت بسرعة وانخفضت. لا تقرر؟ هل تعتقد أنك تعرف؟ هل تريد أن تخمين على ذلك؟ لا تخمين. فرضية في ذلك؟ تخمين متعلم؟ حسناً، الطالب أ.,حسنا، لقد حللتها بطريقه سريعه جدا، ولكننا يمكن ان نحلها دون القيام بمضاعفه واحده اذا لاحظنا شيئا واحدا. يمكن ان ينقذنا ملاحظه واحده. كان هناك يد صعدت بسرعه وانخفضت. لا تقرر؟ هل تعتقد انك تعرف؟ هل تريد ان تخمين علي ذلك؟ لا تخمين. فرضيه في ذلك؟ تخمين متعلم؟ حسنا، الطالب ا.,51,0.0,False,22
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False,22
"The 6 – is this the 6 you’re talking about, right here?",teacher,12,0,,,0.0,الـ 6 هل هذا هو الـ 6 الذي تتحدث عنه؟,ال 6 هل هذا هو ال 6 الذي تتحدث عنه؟,8,0.0,False,22
Yeah.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,22
What about it?  I heard the word half.,teacher,8,0,,,0.0,لقد سمعت كلمة نصف,لقد سمعت كلمه نصف,4,0.25,True,22
Because 6 is half of 12.,student,6,0,,,,لأن 6 هو نصف 12,لان 6 هو نصف 12,3,0.2,True,22
6 is half of 12.  All right.  We’re on the right track.  What else?  Student T?,teacher,16,0,1.0,,1.0,6 هو نصف 12 حسناً، نحن على الطريق الصحيح ماذا أيضاً؟ الطالب T؟,6 هو نصف 12 حسنا، نحن علي الطريق الصحيح ماذا ايضا؟ الطالب T؟,11,0.0769230769230769,True,22
16 is half of 32.,student,5,0,,,,16 هو نصف 32,16 هو نصف 32,2,0.25,True,22
"16 is half of 32. We divided the 12 in half, but we multiplied the 16 by 2.  So we cut one side in half and doubled the other.  Does the problem change?",teacher,33,2,1.0,,0.0,16 هو نصف 32، ونقسم 12 إلى النصف، ولكننا ضربنا 16 ب 2، لذلك نقسم جانب واحد إلى النصف ونضاعف الآخر. هل تتغير المشكلة؟,16 هو نصف 32، ونقسم 12 الي النصف، ولكننا ضربنا 16 ب 2، لذلك نقسم جانب واحد الي النصف ونضاعف الاخر. هل تتغير المشكله؟,21,0.0416666666666666,True,22
No.,multiple students,1,0,,,,-كلا .,-كلا .,1,0.0,False,22
"No.  It stays the same.  And with that, we need to line up for lunch, so please put these at your desks and then line up.",teacher,26,2,,,0.0,لا، لا يزال كما هو، و مع ذلك، نحن بحاجة إلى التوالي للغداء، لذا رجاءً وضع هذه على مكتبك ثم التوالي.,لا، لا يزال كما هو، و مع ذلك، نحن بحاجه الي التوالي للغداء، لذا رجاء وضع هذه علي مكتبك ثم التوالي.,21,0.0,False,22
"Good morning, everybody.  Today, we’re beginning our symmetry, and I’m gonna turn this on and ask for volunteers to come up here and explain to me what the lines of symmetry are and why. So, Juan is using the shapes below to learn about symmetry. A says, “Write the letter of the shape that has more than one line of symmetry.”  Could somebody explain to me what a line of symmetry is? Student D?",teacher,74,8,,,1.0,صباح الخير، الجميع. اليوم، نحن نبدأ التزاوج، وسأقوم بتشغيل هذا وسأطلب من المتطوعين أن يأتوا إلى هنا ويوضحوا لي ما هي خطوط التزاوج ولماذا. لذلك، يستخدم خوان الأشكال أدناه للتعلم عن التزاوج. A يقول، كتب حرف الشكل الذي لديه أكثر من خط واحد من التزاوج.,صباح الخير، الجميع. اليوم، نحن نبدا التزاوج، وساقوم بتشغيل هذا وساطلب من المتطوعين ان ياتوا الي هنا ويوضحوا لي ما هي خطوط التزاوج ولماذا. لذلك، يستخدم خوان الاشكال ادناه للتعلم عن التزاوج. A يقول، كتب حرف الشكل الذي لديه اكثر من خط واحد من التزاوج.,44,0.0222222222222222,True,23
A line of symmetry is like a way that you can pull the shape.,student,14,2,,0.0,,خط التناظر هو مثل طريقة يمكنك سحب الشكل.,خط التناظر هو مثل طريقه يمكنك سحب الشكل.,8,0.125,True,23
"Good.  So, if you fold the shape, it should look exactly the same on both sides.  Okay.  Can you give me an example of something that’s symmetrical, Student M?",teacher,29,1,1.0,,1.0,حسناً، إذا قمت بتثبيت الشكل، يجب أن يبدو بنفس الشكل على الجانبين. حسناً، هل يمكنك أن تعطيني مثال على شيء متماثل، الطالب M؟,حسنا، اذا قمت بتثبيت الشكل، يجب ان يبدو بنفس الشكل علي الجانبين. حسنا، هل يمكنك ان تعطيني مثال علي شيء متماثل، الطالب M؟,23,0.0,False,23
A square.,student,2,1,,,,مربع.,مربع.,1,0.0,False,23
"A square would be symmetrical, because if you folded a square it would look exactly the same on both sides.",teacher,20,3,,,0.0,مربع سيكون متماثلًا، لأنه إذا قمت بتثبيت مربع، فإنه سيكون متشابهًا تماماً على الجانبين.,مربع سيكون متماثلا، لانه اذا قمت بتثبيت مربع، فانه سيكون متشابها تماما علي الجانبين.,14,0.0714285714285714,True,23
"Oh, a diamond, ’cause when you fold it.",student,8,0,,1.0,,أوه، الماس، لأنه عندما تضعها.,اوه، الماس، لانه عندما تضعها.,5,0.0,False,23
"Okay.  Good, a diamond.  So, where would a line of symmetry be, Student A?",teacher,14,2,1.0,,1.0,حسناً، الماس، إذاً، أين خط التناظر، الطالب (أ) ؟,حسنا، الماس، اذا، اين خط التناظر، الطالب (ا) ؟,9,0.1111111111111111,True,23
Like if you cut it in half.,student,7,0,,,,كما لو أنك قطعتها إلى النصف.,كما لو انك قطعتها الي النصف.,6,0.0,False,23
"Right.  So, where you fold it or where you cut it in half would be a line of symmetry.  Could things have more than one line of symmetry?",teacher,28,4,1.0,,1.0,حسناً، إذاً، حيث تثبتها أو حيث تقطعها إلى النصف سيكون خط التناظر. هل يمكن للأشياء أن يكون لها أكثر من خط واحد من التناظر؟,حسنا، اذا، حيث تثبتها او حيث تقطعها الي النصف سيكون خط التناظر. هل يمكن للاشياء ان يكون لها اكثر من خط واحد من التناظر؟,24,0.0833333333333333,True,23
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"How – so, can things have more than two lines of symmetry?",teacher,12,2,,,1.0,كيف يمكن للأشياء أن يكون لها أكثر من خطين من التناظر؟,كيف يمكن للاشياء ان يكون لها اكثر من خطين من التناظر؟,11,0.0,False,23
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"Okay.  So, today, we’re gonna see what we have.  So, Juan is using the shapes below to learn about symmetry.  Write the letter of the shape that has more than one line of symmetry.  Who can come up here and help me?  Student A? Careful of the cord, hon.",teacher,49,3,,,0.0,حسناً، اليوم، سنرى ما لدينا، لذا، يستخدم خوان الأشكال أدناه للتعلم عن التماثل، اكتب حروف الشكل التي لديها أكثر من خط واحد من التماثل، من يمكنه أن يأتي إلى هنا ويساعدني؟ الطالب أ؟,حسنا، اليوم، سنري ما لدينا، لذا، يستخدم خوان الاشكال ادناه للتعلم عن التماثل، اكتب حروف الشكل التي لديها اكثر من خط واحد من التماثل، من يمكنه ان ياتي الي هنا ويساعدني؟ الطالب ا؟,33,0.0303030303030303,True,23
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,23
"Write the letter.  No, it says write the letter of the shape that has more than one line of symmetry. So, he says B.  Can you tell us why?  Could you show us where the lines of symmetry are in B?  Does everyone agree with that?",teacher,46,4,,,1.0,كتابة الحرف. لا، فإنه يقول كتابة الحرف من الشكل الذي لديه أكثر من خط واحد من التناظر. لذلك، وقال انه B. هل يمكنك أن تخبرنا لماذا؟ هل يمكنك أن ترينا أين خطوط التناظر في B؟ هل الجميع يوافقون على ذلك؟,كتابه الحرف. لا، فانه يقول كتابه الحرف من الشكل الذي لديه اكثر من خط واحد من التناظر. لذلك، وقال انه B. هل يمكنك ان تخبرنا لماذا؟ هل يمكنك ان ترينا اين خطوط التناظر في B؟ هل الجميع يوافقون علي ذلك؟,39,0.025,True,23
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"Does anybody think that there is another shape that has more than one line of symmetry?  Student S, what do you think has more than one line?",teacher,27,3,,,1.0,هل يعتقد أي شخص أن هناك شكل آخر لديه أكثر من خط واحد من التناظر؟ الطالب S، ما الذي تعتقد أن لديه أكثر من خط واحد؟,هل يعتقد اي شخص ان هناك شكل اخر لديه اكثر من خط واحد من التناظر؟ الطالب S، ما الذي تعتقد ان لديه اكثر من خط واحد؟,26,0.0769230769230769,True,23
"Oh, more than one line?",student,5,1,,,,أكثر من سطر واحد؟,اكثر من سطر واحد؟,4,0.0,False,23
"It says more than one line.  So, we want to underline.  What would we underline and write the letter of the shape that has more than one line of symmetry?  So, let’s underline that.",teacher,34,6,1.0,,0.0,فهو يقول أكثر من خط واحد. لذا، نريد أن نبرز. ماذا سنبرز ونكتب حرف الشكل الذي لديه أكثر من خط واحد من التناظر؟ لذلك، دعونا نبرز ذلك.,فهو يقول اكثر من خط واحد. لذا، نريد ان نبرز. ماذا سنبرز ونكتب حرف الشكل الذي لديه اكثر من خط واحد من التناظر؟ لذلك، دعونا نبرز ذلك.,27,0.074074074074074,True,23
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,23
"Okay.  So, it says, “B draw all the lines of symmetry into the shape you named.”  Are there any more lines of symmetry in this?",teacher,25,4,,,1.0,حسناً، إذاً، يقول، B رسم جميع خطوط التناظر في الشكل الذي قمت بتسميته. هل هناك أي خطوط التناظر في هذا؟,حسنا، اذا، يقول، B رسم جميع خطوط التناظر في الشكل الذي قمت بتسميته. هل هناك اي خطوط التناظر في هذا؟,19,0.0,False,23
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False,23
"No, good.  Okay.  So, I’m sorry, Student S, you said that there was one.  Was there another one that you found?",teacher,21,0,,,0.0,لا، جيد، حسناً، أنا آسفة، الطالب (س) ، قلت أن هناك واحدة، هل وجدت واحدة أخرى؟,لا، جيد، حسنا، انا اسفه، الطالب (س) ، قلت ان هناك واحده، هل وجدت واحده اخري؟,16,0.0,False,23
"Yeah, it’s C.",student,3,0,,,,أجل، إنه (سي),اجل، انه (سي),3,0.0,False,23
"So, can you come up here and show us how C would be a line of symmetry.  Thank you, Student A.  How many people agree with Student S?  Okay.  So, you show me where you think it is Student S. Does that look exactly – let’s take a look.  Does this piece look exactly like this piece if we fold it?",teacher,61,2,,,1.0,إذاً، هل يمكنك أن تأتي إلى هنا وتظهر لنا كيف أن C سيكون خط التماثل. شكراً، الطالب A. كم من الناس يوافقون على الطالب S؟ حسناً. إذاً، أرني أين تعتقد أنه الطالب S. هل هذا يبدو بالضبط؟ دعونا نلقي نظرة. هل تبدو هذه القطعة تماماً مثل هذه القطعة إذا قمنا بتثبيتها؟,اذا، هل يمكنك ان تاتي الي هنا وتظهر لنا كيف ان C سيكون خط التماثل. شكرا، الطالب A. كم من الناس يوافقون علي الطالب S؟ حسنا. اذا، ارني اين تعتقد انه الطالب S. هل هذا يبدو بالضبط؟ دعونا نلقي نظره. هل تبدو هذه القطعه تماما مثل هذه القطعه اذا قمنا بتثبيتها؟,48,0.0196078431372549,True,23
Yes. No.,student,2,0,,,,أجل، كلاّ,اجل، كلا,2,0.0,False,23
How many people think it looks exactly like it?,teacher,9,0,,,1.0,كم من الناس يعتقدون أنها تبدو تماما مثل ذلك؟,كم من الناس يعتقدون انها تبدو تماما مثل ذلك؟,9,0.0,False,23
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,23
"No, I think this piece is gonna be much bigger than this piece when you fold it over.  Okay?  It’s gonna actually go more like this.  Okay.  So, that would not be line of symmetry. Okay.  So, we have B.  How many people got B? Good.  All right. So, draw all – so, now, on the second one.  It says, “The picture below shows one half of a symmetric shape.  The dotted line represents its line of symmetry.  Draw the other half of the shape.”  Student G, you think you can do that?  Would you like to come up and try?",teacher,101,6,,,1.0,لا، أعتقد أن هذه القطعة ستكون أكبر بكثير من هذه القطعة عندما تطويلها. حسناً؟ ستذهب في الواقع أكثر من هذا. حسناً. إذاً، هذا لن يكون خط التناظر. حسناً. إذاً لدينا B. كم عدد الأشخاص الذين حصلوا على B؟ جيد. حسناً. إذاً، رسم كل  الآن، على الثاني. يقول:  الصورة أدناه تظهر نصف الشكل التناظر. الخط المقطوع يمثل خط التناظر. رسم النصف الآخر من الشكل.  الطالب G، هل تعتقد أنه يمكنك القيام بذلك؟ هل تود أن تأتي وتحاول؟,لا، اعتقد ان هذه القطعه ستكون اكبر بكثير من هذه القطعه عندما تطويلها. حسنا؟ ستذهب في الواقع اكثر من هذا. حسنا. اذا، هذا لن يكون خط التناظر. حسنا. اذا لدينا B. كم عدد الاشخاص الذين حصلوا علي B؟ جيد. حسنا. اذا، رسم كل الان، علي الثاني. يقول: الصوره ادناه تظهر نصف الشكل التناظر. الخط المقطوع يمثل خط التناظر. رسم النصف الاخر من الشكل. الطالب G، هل تعتقد انه يمكنك القيام بذلك؟ هل تود ان تاتي وتحاول؟,75,0.0394736842105263,True,23
Okay.,student,1,0,,,,-حسناً,-حسنا,1,0.0,False,23
"Student C, yeah, just get your things and you can go over to [inaudible]. How many people agree with that?  Student G, [inaudible] ’cause, now, I’m gonna have you do one more thing. How many people agree with that?  Okay.  Is there anybody that disagrees with that?",teacher,47,0,,,1.0,الطالب (ج) ، نعم، فقط أحضر أشيائك ويمكنك الذهاب إلى (لا يسمع) كم من الناس يوافقون على ذلك؟ الطالب (ج) ، [لا يسمع] لأن الآن، سأجعلك تفعل شيئاً واحداً آخر. كم من الناس يوافقون على ذلك؟ حسناً، هل هناك أي شخص يختلف مع ذلك؟,الطالب (ج) ، نعم، فقط احضر اشيائك ويمكنك الذهاب الي (لا يسمع) كم من الناس يوافقون علي ذلك؟ الطالب (ج) ، [لا يسمع] لان الان، ساجعلك تفعل شيئا واحدا اخر. كم من الناس يوافقون علي ذلك؟ حسنا، هل هناك اي شخص يختلف مع ذلك؟,44,0.0,False,23
Wait.,student,1,0,,,,انتظروا,انتظروا,1,0.0,False,23
"Okay.  Can you do me a favor, since you’re up here, can you show me where the lines – if there’s another line of symmetry?  Is there another line of symmetry, do you think? Or is it just that one line of symmetry?  Awesome, that’s great.  Okay.  Everybody agree?",teacher,49,7,,,1.0,حسناً. هل يمكنك أن تفعل لي معروفاً، بما أنك هنا، هل يمكنك أن تريني أين خطوط  إذا كان هناك خط آخر من التناظر؟ هل هناك خط آخر من التناظر، هل تعتقد؟ أم أنها مجرد خط واحد من التناظر؟ رائع، هذا عظيم. حسناً. الجميع متفق؟,حسنا. هل يمكنك ان تفعل لي معروفا، بما انك هنا، هل يمكنك ان تريني اين خطوط اذا كان هناك خط اخر من التناظر؟ هل هناك خط اخر من التناظر، هل تعتقد؟ ام انها مجرد خط واحد من التناظر؟ رائع، هذا عظيم. حسنا. الجميع متفق؟,44,0.0681818181818181,True,23
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"Okay.  All right.  Number 3, “Which figure below has only one line of symmetry?  Show how you know.”  So, what am I gonna underline on that?",teacher,26,3,,,0.0,حسناً، حسناً، رقم 3، أي رقم أدناه لديه خط واحد فقط من التناظر؟,حسنا، حسنا، رقم 3، اي رقم ادناه لديه خط واحد فقط من التناظر؟,13,0.0769230769230769,True,23
Which –,student,2,0,,,,أي ,اي,1,0.0,False,23
Which figure below has only one line of symmetry?,teacher,9,2,,,0.0,أي رقم أدناه لديه خط واحد فقط من التماثل؟,اي رقم ادناه لديه خط واحد فقط من التماثل؟,9,0.1111111111111111,True,23
One line of symmetry.,student,4,2,,,,خط واحد من التماثل.,خط واحد من التماثل.,4,0.25,True,23
"Excellent.  One line of symmetry and show how you know.  So, how would you show it?  By doing what?",teacher,19,2,,,1.0,ممتاز، خط واحد من التزاوج وتظهر كيف تعرف، لذا، كيف ستظهر ذلك؟,ممتاز، خط واحد من التزاوج وتظهر كيف تعرف، لذا، كيف ستظهر ذلك؟,12,0.0833333333333333,True,23
[Inaudible] of symmetry.,student,3,1,,,,[غير مسموع] من التماثل.,[غير مسموع] من التماثل.,4,0.0,False,23
By what?,teacher,2,0,,,0.0,من خلال ماذا؟,من خلال ماذا؟,3,0.0,False,23
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,23
"Yeah, you said by doing –",teacher,6,0,,,0.0,أجل، قلت بذلك,اجل، قلت بذلك,3,0.0,False,23
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False,23
"– the line in symmetry.  Good.  So, come on up here and show me which one has only one line of symmetry.  Remember what you underlined and go back and read that question afterwards and make sure that you did it right.  Which one has only one line of symmetry?",teacher,50,7,,,0.0, الخط في التناظر. جيد. لذا، تعال هنا وأرني أي واحد له خط واحد فقط من التناظر. تذكر ما تم التأكيد عليه والعودة وقراءة هذا السؤال بعد ذلك والتأكد من أنك فعلتها بشكل صحيح. أي واحد له خط واحد فقط من التناظر؟,الخط في التناظر. جيد. لذا، تعال هنا وارني اي واحد له خط واحد فقط من التناظر. تذكر ما تم التاكيد عليه والعوده وقراءه هذا السؤال بعد ذلك والتاكد من انك فعلتها بشكل صحيح. اي واحد له خط واحد فقط من التناظر؟,41,0.048780487804878,True,23
"Do you like the – I mean, the ladder on the bottom or –",student,14,0,,0.0,,هل تحبين الدرج في الأسفل أو الدرج,هل تحبين الدرج في الاسفل او الدرج,7,0.0,False,23
"You can circle the one that you think is right, and then I’m gonna ask you to find the lines for me.  So, you want one with only one line of symmetry.  Okay.  So, show me the one line of symmetry.  How many people agree with that? Okay.  Did anybody see another line of symmetry in that shape?",teacher,58,8,0.0,,1.0,يمكنك أن تدور حول تلك التي تعتقد أنها صحيحة، ثم سأطلب منك أن تجد لي الخطوط. لذلك، تريد واحدة مع خط واحد فقط من التناظر. حسنا. لذلك، أرني خط واحد من التناظر. كم من الناس توافق على ذلك؟ حسنا. هل رأى أي شخص خط آخر من التناظر في هذا الشكل؟,يمكنك ان تدور حول تلك التي تعتقد انها صحيحه، ثم ساطلب منك ان تجد لي الخطوط. لذلك، تريد واحده مع خط واحد فقط من التناظر. حسنا. لذلك، ارني خط واحد من التناظر. كم من الناس توافق علي ذلك؟ حسنا. هل راي اي شخص خط اخر من التناظر في هذا الشكل؟,50,0.06,True,23
"Oh, yeah.",student,2,0,,,,أوه، نعم.,اوه، نعم.,2,0.0,False,23
"You did, okay.  Student C, can you come up and show me the other line of symmetry there then?",teacher,19,2,,,1.0,الطالب (سي) ، أيمكنك أن تأتي وتريني الخط الآخر من التناظر هناك؟,الطالب (سي) ، ايمكنك ان تاتي وتريني الخط الاخر من التناظر هناك؟,12,0.0,False,23
Of the other?,student,3,0,,,,من الآخر؟,من الاخر؟,2,0.0,False,23
"Is there another one?  Or are the others?  Whatever you want to do.  Oh, no, no.  I’m asking you about the other line of symmetry.  You said there’s another line of symmetry in that shape.",teacher,35,4,,,0.0,هل هناك خط آخر؟ أو هم الآخرون؟ أياً كان ما تريد فعله. أوه، لا، لا. أنا أسألك عن الخط الآخر من التناظر. قلت أن هناك خط آخر من التناظر في هذا الشكل.,هل هناك خط اخر؟ او هم الاخرون؟ ايا كان ما تريد فعله. اوه، لا، لا. انا اسالك عن الخط الاخر من التناظر. قلت ان هناك خط اخر من التناظر في هذا الشكل.,32,0.0625,True,23
Which ones?,student,2,0,,,,-أيهما؟,-ايهما؟,1,0.0,False,23
"Okay.  It’s a little bit off.  It would go in the middle.  What kind of a triangle is this, everyone?",teacher,20,1,,,0.0,حسناً، إنه خارج قليلاً، سيكون في الوسط، ما نوع مثلث هذا، الجميع؟,حسنا، انه خارج قليلا، سيكون في الوسط، ما نوع مثلث هذا، الجميع؟,12,0.0833333333333333,True,23
"Oh, oh –",student,3,0,,,,أوه، أوه ,اوه، اوه,2,0.0,False,23
"It’s called in [Elvis] and it’s all the sides are equal, so it’s called an –",teacher,16,0,,,0.0,يُدعى (إلفيس) وكل الجوانب متساوية، لذا يُدعى (إلفيس),يدعي (الفيس) وكل الجوانب متساويه، لذا يدعي (الفيس),8,0.0,False,23
Equal –,student,2,0,,,,متساوية ,متساويه,1,0.0,False,23
Equilateral triangle.,teacher,2,2,,,0.0,مثلث متساوي,مثلث متساوي,2,0.5,True,23
It’s called an equilateral.,student,4,1,,,,يُسمى مساوية.,يسمي مساويه.,2,0.0,False,23
"Equilateral triangle.  So, on a equilateral triangle, look, we’ve got a line that comes this way, you got a line that comes this way and you got a line that comes this way.  So, I wasn’t sure that that is the only one with one line of symmetry.  No, that would not be our answer. Student N, you think you know?  Can you come up here?",teacher,66,9,,,0.0,"مثلث متساوي. اذا, على مثلث متساوي, انظر, لدينا خط يأتي من هذا الطريق, لديك خط يأتي من هذا الطريق و لديك خط يأتي من هذا الطريق. لذلك, لم أكن متأكدا من أن هذا هو الوحيد مع خط واحد من التناظر. لا, هذا لن يكون إجابتنا. الطالب N, هل تعتقد أنك تعرف؟ هل يمكنك الصعود هنا؟","مثلث متساوي. اذا, علي مثلث متساوي, انظر, لدينا خط ياتي من هذا الطريق, لديك خط ياتي من هذا الطريق و لديك خط ياتي من هذا الطريق. لذلك, لم اكن متاكدا من ان هذا هو الوحيد مع خط واحد من التناظر. لا, هذا لن يكون اجابتنا. الطالب N, هل تعتقد انك تعرف؟ هل يمكنك الصعود هنا؟",54,0.109090909090909,True,23
"Oh, I know.",student,3,0,,,,أوه، أنا أعرف.,اوه، انا اعرف.,3,0.0,False,23
Is Student N – is it okay – did Student N sign the sheet? Double check that.  Make sure he can be in the –,teacher,25,0,,,0.0,هل الطالب N  هل هو على ما يرام  هل الطالب N توقيع ورقة؟ تحقق من ذلك مرتين. تأكد من أنه يمكن أن يكون في ,هل الطالب N هل هو علي ما يرام هل الطالب N توقيع ورقه؟ تحقق من ذلك مرتين. تاكد من انه يمكن ان يكون في,22,0.0,False,23
Huh?,student,1,0,,,,هاه؟,هاه؟,1,0.0,False,23
"Did you sign this sheet so you can be videoed?  We’ll find out. Okay.  So, if we fold this over this way, it will look the same, right?  Can we fold it any other way?",teacher,35,0,,,0.0,هل وقعت على هذه الورقة لكي يتم تصويرك؟ سنكتشف ذلك. حسناً، إذا قمنا بتثبيتها بهذه الطريقة، ستبدو نفسها، صحيح؟ هل يمكننا أن نقوم بتثبيتها بطريقة أخرى؟,هل وقعت علي هذه الورقه لكي يتم تصويرك؟ سنكتشف ذلك. حسنا، اذا قمنا بتثبيتها بهذه الطريقه، ستبدو نفسها، صحيح؟ هل يمكننا ان نقوم بتثبيتها بطريقه اخري؟,26,0.0,False,23
No.,multiple students,1,0,,,,-كلا .,-كلا .,1,0.0,False,23
"No, we can’t so that’s why we – how many lines of symmetry in G?  Can you show us, Student L?  You think there’s more than one in G?",teacher,29,2,,,1.0,لا، نحن لا نستطيع لذلك لماذا نحن لدينا عدد خطوط التناظر في G؟ هل يمكنك أن تظهر لنا، الطالب L؟ هل تعتقد أن هناك أكثر من واحد في G؟,لا، نحن لا نستطيع لذلك لماذا نحن لدينا عدد خطوط التناظر في G؟ هل يمكنك ان تظهر لنا، الطالب L؟ هل تعتقد ان هناك اكثر من واحد في G؟,29,0.0,False,23
There’s more [inaudible] it.,student,4,0,,,,هناك أكثر من ذلك.,هناك اكثر من ذلك.,4,0.0,False,23
"Okay.  So, I’m sorry, Student N, you’re in the video.  So, you need to be sitting in the back, hon.  Next time, maybe, more people will bring it. Are there any more than that?  So, if it’s a circle –",teacher,40,1,,,0.0,حسنا، أنا آسف، الطالب ن، أنت في الفيديو، لذا، أنت بحاجة إلى الجلوس في الخلف، عزيزي. في المرة القادمة، ربما، المزيد من الناس سيأتي به. هل هناك أي أكثر من ذلك؟,حسنا، انا اسف، الطالب ن، انت في الفيديو، لذا، انت بحاجه الي الجلوس في الخلف، عزيزي. في المره القادمه، ربما، المزيد من الناس سياتي به. هل هناك اي اكثر من ذلك؟,31,0.0,False,23
There’s a lot of lines.,student,5,1,,,,هناك الكثير من الخطوط,هناك الكثير من الخطوط,4,0.0,False,23
"Yeah, there’s a lot of lines.  Look at this.  So, you can keep going, right?  So, there’s many lines of symmetry in a circle.  What about this one?  Is this one symmetrical?",teacher,32,5,1.0,,1.0,نعم، هناك الكثير من الخطوط. انظر لهذا. لذلك، يمكنك الاستمرار، أليس كذلك؟ لذلك، هناك العديد من الخطوط من التناظر في الدائرة. ماذا عن هذا؟ هل هذا واحد متناظر؟,نعم، هناك الكثير من الخطوط. انظر لهذا. لذلك، يمكنك الاستمرار، اليس كذلك؟ لذلك، هناك العديد من الخطوط من التناظر في الدائره. ماذا عن هذا؟ هل هذا واحد متناظر؟,28,0.0,False,23
"Yes, yes.",student,2,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
Is F symmetrical?,teacher,3,1,,,0.0,هل F متماثل؟,هل F متماثل؟,2,0.0,False,23
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"Student K, what do you think?",teacher,6,0,,,1.0,الطالب كيه، ما رأيك؟,الطالب كيه، ما رايك؟,4,0.0,False,23
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"So, you’re saying if you fold F, it’ll look exactly the same on the other side?",teacher,16,0,,,1.0,إذاً، هل تقصد أنه إذا قمت بتثبيت F، فسوف يبدو نفس الشيء تماماً على الجانب الآخر؟,اذا، هل تقصد انه اذا قمت بتثبيت F، فسوف يبدو نفس الشيء تماما علي الجانب الاخر؟,16,0.0,False,23
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False,23
Who can show me where it was gonna be exactly the same? Student M?,teacher,14,0,,,1.0,من يمكنه أن يظهر لي أين سيكون نفس الشيء بالضبط؟,من يمكنه ان يظهر لي اين سيكون نفس الشيء بالضبط؟,10,0.0,False,23
